"","GeneID","PATH","Annot"
"1890","CALM2","04910","Insulin signaling pathway"
"1891","CALM2","04912","GnRH signaling pathway"
"1892","CALM2","04916","Melanogenesis"
"1893","CALM2","04970","Salivary secretion"
"1894","CALM2","04971","Gastric acid secretion"
"1895","CALM2","05010","Alzheimer disease"
"1896","CALM2","05214","Glioma"
"1899","CALM3","04020","Calcium signaling pathway"
"1900","CALM3","04070","Phosphatidylinositol signaling system"
"1901","CALM3","04114","Oocyte meiosis"
"1902","CALM3","04270","Vascular smooth muscle contraction"
"1903","CALM3","04720","Long-term potentiation"
"1904","CALM3","04722","Neurotrophin signaling pathway"
"1905","CALM3","04740","Olfactory transduction"
"1906","CALM3","04744","Phototransduction"
"1907","CALM3","04910","Insulin signaling pathway"
"1908","CALM3","04912","GnRH signaling pathway"
"1909","CALM3","04916","Melanogenesis"
"1910","CALM3","04970","Salivary secretion"
"1911","CALM3","04971","Gastric acid secretion"
"1912","CALM3","05010","Alzheimer disease"
"1913","CALM3","05214","Glioma"
"1914","CALML3","04020","Calcium signaling pathway"
"1915","CALML3","04070","Phosphatidylinositol signaling system"
"1916","CALML3","04114","Oocyte meiosis"
"1917","CALML3","04270","Vascular smooth muscle contraction"
"1918","CALML3","04720","Long-term potentiation"
"1919","CALML3","04722","Neurotrophin signaling pathway"
"1920","CALML3","04740","Olfactory transduction"
"1921","CALML3","04744","Phototransduction"
"1922","CALML3","04910","Insulin signaling pathway"
"1923","CALML3","04912","GnRH signaling pathway"
"1924","CALML3","04916","Melanogenesis"
"1925","CALML3","04970","Salivary secretion"
"1926","CALML3","04971","Gastric acid secretion"
"1927","CALML3","05010","Alzheimer disease"
"1928","CALML3","05214","Glioma"
"1929","CALR","04141","Protein processing in endoplasmic reticulum"
"1930","CALR","04145","Phagosome"
"1931","CALR","04612","Antigen processing and presentation"
"1932","CALR","05142","Chagas disease"
"1934","CAMK4","04020","Calcium signaling pathway"
"1935","CAMK4","04380","Osteoclast differentiation"
"1936","CAMK4","04720","Long-term potentiation"
"1937","CAMK4","04722","Neurotrophin signaling pathway"
"1938","CAMK2A","04012","ErbB signaling pathway"
"1939","CAMK2A","04020","Calcium signaling pathway"
"1940","CAMK2A","04114","Oocyte meiosis"
"1941","CAMK2A","04310","Wnt signaling pathway"
"1942","CAMK2A","04720","Long-term potentiation"
"1943","CAMK2A","04722","Neurotrophin signaling pathway"
"1944","CAMK2A","04740","Olfactory transduction"
"1945","CAMK2A","04912","GnRH signaling pathway"
"1946","CAMK2A","04916","Melanogenesis"
"1947","CAMK2A","04971","Gastric acid secretion"
"1948","CAMK2A","05214","Glioma"
"1949","CAMK2B","04012","ErbB signaling pathway"
"1950","CAMK2B","04020","Calcium signaling pathway"
"1951","CAMK2B","04114","Oocyte meiosis"
"1952","CAMK2B","04310","Wnt signaling pathway"
"1953","CAMK2B","04720","Long-term potentiation"
"1954","CAMK2B","04722","Neurotrophin signaling pathway"
"1955","CAMK2B","04740","Olfactory transduction"
"1956","CAMK2B","04912","GnRH signaling pathway"
"1957","CAMK2B","04916","Melanogenesis"
"1958","CAMK2B","04971","Gastric acid secretion"
"1959","CAMK2B","05214","Glioma"
"1960","CAMK2D","04012","ErbB signaling pathway"
"1961","CAMK2D","04020","Calcium signaling pathway"
"1962","CAMK2D","04114","Oocyte meiosis"
"1963","CAMK2D","04310","Wnt signaling pathway"
"1964","CAMK2D","04720","Long-term potentiation"
"1965","CAMK2D","04722","Neurotrophin signaling pathway"
"1966","CAMK2D","04740","Olfactory transduction"
"1967","CAMK2D","04912","GnRH signaling pathway"
"1968","CAMK2D","04916","Melanogenesis"
"1969","CAMK2D","04971","Gastric acid secretion"
"1970","CAMK2D","05214","Glioma"
"1971","CAMK2G","04012","ErbB signaling pathway"
"1972","CAMK2G","04020","Calcium signaling pathway"
"1973","CAMK2G","04114","Oocyte meiosis"
"1974","CAMK2G","04310","Wnt signaling pathway"
"1975","CAMK2G","04720","Long-term potentiation"
"1976","CAMK2G","04722","Neurotrophin signaling pathway"
"1977","CAMK2G","04740","Olfactory transduction"
"1978","CAMK2G","04912","GnRH signaling pathway"
"1979","CAMK2G","04916","Melanogenesis"
"1980","CAMK2G","04971","Gastric acid secretion"
"1981","CAMK2G","05214","Glioma"
"1983","CAMP","04970","Salivary secretion"
"1984","CANX","04141","Protein processing in endoplasmic reticulum"
"1985","CANX","04145","Phagosome"
"1986","CANX","04612","Antigen processing and presentation"
"1988","CAPN1","04141","Protein processing in endoplasmic reticulum"
"1989","CAPN1","04210","Apoptosis"
"1990","CAPN1","05010","Alzheimer disease"
"1991","CAPN2","04141","Protein processing in endoplasmic reticulum"
"1992","CAPN2","04210","Apoptosis"
"1993","CAPN2","04510","Focal adhesion"
"1994","CAPN2","05010","Alzheimer disease"
"2003","CARS1","00970","Aminoacyl-tRNA biosynthesis"
"2004","CASP1","04621","NOD-like receptor signaling pathway"
"2005","CASP1","04623","Cytosolic DNA-sensing pathway"
"2006","CASP1","05014","Amyotrophic lateral sclerosis"
"2008","CASP3","04010","MAPK signaling pathway"
"2009","CASP3","04115","p53 signaling pathway"
"2010","CASP3","04210","Apoptosis"
"2011","CASP3","04650","Natural killer cell mediated cytotoxicity"
"2012","CASP3","05010","Alzheimer disease"
"2013","CASP3","05012","Parkinson disease"
"2014","CASP3","05014","Amyotrophic lateral sclerosis"
"2015","CASP3","05016","Huntington disease"
"2016","CASP3","05120","Epithelial cell signaling in Helicobacter pylori infection"
"2017","CASP3","05145","Toxoplasmosis"
"2018","CASP3","05146","Amoebiasis"
"2019","CASP3","05200","Pathways in cancer"
"2020","CASP3","05210","Colorectal cancer"
"2021","CASP3","05416","Viral myocarditis"
"2023","CASP5","04621","NOD-like receptor signaling pathway"
"2024","CASP6","04210","Apoptosis"
"2025","CASP7","04210","Apoptosis"
"2026","CASP7","05010","Alzheimer disease"
"2027","CASP8","04115","p53 signaling pathway"
"2028","CASP8","04210","Apoptosis"
"2029","CASP8","04620","Toll-like receptor signaling pathway"
"2030","CASP8","04621","NOD-like receptor signaling pathway"
"2031","CASP8","04622","RIG-I-like receptor signaling pathway"
"2032","CASP8","05010","Alzheimer disease"
"2033","CASP8","05016","Huntington disease"
"2034","CASP8","05142","Chagas disease"
"2035","CASP8","05145","Toxoplasmosis"
"2036","CASP8","05200","Pathways in cancer"
"2037","CASP8","05416","Viral myocarditis"
"2038","CASP9","04115","p53 signaling pathway"
"2039","CASP9","04210","Apoptosis"
"2040","CASP9","04370","VEGF signaling pathway"
"2041","CASP9","05010","Alzheimer disease"
"2042","CASP9","05012","Parkinson disease"
"2043","CASP9","05014","Amyotrophic lateral sclerosis"
"2044","CASP9","05016","Huntington disease"
"2045","CASP9","05145","Toxoplasmosis"
"2046","CASP9","05200","Pathways in cancer"
"2047","CASP9","05210","Colorectal cancer"
"2048","CASP9","05212","Pancreatic cancer"
"2049","CASP9","05213","Endometrial cancer"
"2050","CASP9","05215","Prostate cancer"
"2051","CASP9","05222","Small cell lung cancer"
"2052","CASP9","05223","Non-small cell lung cancer"
"2053","CASP9","05416","Viral myocarditis"
"2054","CASP10","04210","Apoptosis"
"2055","CASP10","04622","RIG-I-like receptor signaling pathway"
"2059","CAT","00380","Tryptophan metabolism"
"2060","CAT","01100","Metabolic pathways"
"2061","CAT","04146","Peroxisome"
"2062","CAT","05014","Amyotrophic lateral sclerosis"
"2064","CAV1","04144","Endocytosis"
"2065","CAV1","04510","Focal adhesion"
"2066","CAV1","05100","Bacterial invasion of epithelial cells"
"2067","CAV1","05416","Viral myocarditis"
"2068","CAV2","04144","Endocytosis"
"2069","CAV2","04510","Focal adhesion"
"2070","CAV2","05100","Bacterial invasion of epithelial cells"
"2071","CAV3","04144","Endocytosis"
"2072","CAV3","04510","Focal adhesion"
"2073","CAV3","05100","Bacterial invasion of epithelial cells"
"2075","RUNX1","05200","Pathways in cancer"
"2076","RUNX1","05220","Chronic myeloid leukemia"
"2077","RUNX1","05221","Acute myeloid leukemia"
"2078","RUNX1T1","05200","Pathways in cancer"
"2079","RUNX1T1","05221","Acute myeloid leukemia"
"2084","CBL","04012","ErbB signaling pathway"
"2085","CBL","04120","Ubiquitin mediated proteolysis"
"2086","CBL","04144","Endocytosis"
"2087","CBL","04630","JAK-STAT signaling pathway"
"2088","CBL","04660","T cell receptor signaling pathway"
"2089","CBL","04910","Insulin signaling pathway"
"2090","CBL","05100","Bacterial invasion of epithelial cells"
"2091","CBL","05200","Pathways in cancer"
"2092","CBL","05220","Chronic myeloid leukemia"
"2093","CBLB","04012","ErbB signaling pathway"
"2094","CBLB","04120","Ubiquitin mediated proteolysis"
"2095","CBLB","04144","Endocytosis"
"2096","CBLB","04630","JAK-STAT signaling pathway"
"2097","CBLB","04660","T cell receptor signaling pathway"
"2098","CBLB","04910","Insulin signaling pathway"
"2099","CBLB","05100","Bacterial invasion of epithelial cells"
"2100","CBLB","05200","Pathways in cancer"
"2101","CBLB","05220","Chronic myeloid leukemia"
"2104","CBR1","00590","Arachidonic acid metabolism"
"2105","CBR1","01100","Metabolic pathways"
"2106","CBR3","00590","Arachidonic acid metabolism"
"2107","CBR3","01100","Metabolic pathways"
"2108","CBS","00260","Glycine, serine and threonine metabolism"
"2109","CBS","00270","Cysteine and methionine metabolism"
"2110","CBS","01100","Metabolic pathways"
"2114","KYAT1","00380","Tryptophan metabolism"
"2115","KYAT1","00450","Selenocompound metabolism"
"2116","KYAT1","01100","Metabolic pathways"
"2118","CCKAR","04020","Calcium signaling pathway"
"2119","CCKAR","04080","Neuroactive ligand-receptor interaction"
"2120","CCKAR","04972","Pancreatic secretion"
"2121","CCKBR","04020","Calcium signaling pathway"
"2122","CCKBR","04080","Neuroactive ligand-receptor interaction"
"2123","CCKBR","04971","Gastric acid secretion"
"2125","CCNA2","04110","Cell cycle"
"2126","CCNA2","04914","Progesterone-mediated oocyte maturation"
"2127","CCNB1","04110","Cell cycle"
"2128","CCNB1","04114","Oocyte meiosis"
"2129","CCNB1","04115","p53 signaling pathway"
"2130","CCNB1","04914","Progesterone-mediated oocyte maturation"
"2132","CCND2","04110","Cell cycle"
"2133","CCND2","04115","p53 signaling pathway"
"2134","CCND2","04310","Wnt signaling pathway"
"2135","CCND2","04510","Focal adhesion"
"2136","CCND2","04630","JAK-STAT signaling pathway"
"2138","CCND3","04110","Cell cycle"
"2139","CCND3","04115","p53 signaling pathway"
"2140","CCND3","04310","Wnt signaling pathway"
"2141","CCND3","04510","Focal adhesion"
"2142","CCND3","04630","JAK-STAT signaling pathway"
"2144","CCNE1","04110","Cell cycle"
"2145","CCNE1","04114","Oocyte meiosis"
"2146","CCNE1","04115","p53 signaling pathway"
"2147","CCNE1","05200","Pathways in cancer"
"2148","CCNE1","05215","Prostate cancer"
"2149","CCNE1","05222","Small cell lung cancer"
"2151","CCNG1","04115","p53 signaling pathway"
"2152","CCNG2","04115","p53 signaling pathway"
"2153","CCNH","03420","Nucleotide excision repair"
"2154","CCNH","04110","Cell cycle"
"2158","CD1A","04640","Hematopoietic cell lineage"
"2159","CD1B","04640","Hematopoietic cell lineage"
"2160","CD1C","04640","Hematopoietic cell lineage"
"2161","CD1D","04640","Hematopoietic cell lineage"
"2162","CD1D","05146","Amoebiasis"
"2163","CD1E","04640","Hematopoietic cell lineage"
"2164","CD2","04514","Cell adhesion molecules"
"2165","CD2","04640","Hematopoietic cell lineage"
"2166","CD3D","04640","Hematopoietic cell lineage"
"2167","CD3D","04660","T cell receptor signaling pathway"
"2168","CD3D","05142","Chagas disease"
"2169","CD3D","05340","Primary immunodeficiency"
"2170","CD3E","04640","Hematopoietic cell lineage"
"2171","CD3E","04660","T cell receptor signaling pathway"
"2172","CD3E","05142","Chagas disease"
"2173","CD3E","05340","Primary immunodeficiency"
"2174","CD3G","04640","Hematopoietic cell lineage"
"2175","CD3G","04660","T cell receptor signaling pathway"
"2176","CD3G","05142","Chagas disease"
"2177","CD247","04650","Natural killer cell mediated cytotoxicity"
"2178","CD247","04660","T cell receptor signaling pathway"
"2179","CD247","05142","Chagas disease"
"2180","CD4","04514","Cell adhesion molecules"
"2181","CD4","04612","Antigen processing and presentation"
"2182","CD4","04640","Hematopoietic cell lineage"
"2183","CD4","04660","T cell receptor signaling pathway"
"2184","CD4","05340","Primary immunodeficiency"
"2185","CD5","04640","Hematopoietic cell lineage"
"2187","CD6","04514","Cell adhesion molecules"
"2188","CD7","04640","Hematopoietic cell lineage"
"2189","CD8A","04514","Cell adhesion molecules"
"2190","CD8A","04612","Antigen processing and presentation"
"2191","CD8A","04640","Hematopoietic cell lineage"
"2192","CD8A","04660","T cell receptor signaling pathway"
"2193","CD8A","05340","Primary immunodeficiency"
"2194","CD8B","04514","Cell adhesion molecules"
"2195","CD8B","04612","Antigen processing and presentation"
"2196","CD8B","04640","Hematopoietic cell lineage"
"2197","CD8B","04660","T cell receptor signaling pathway"
"2198","CD8B","05340","Primary immunodeficiency"
"2200","CD9","04640","Hematopoietic cell lineage"
"2201","CD14","04010","MAPK signaling pathway"
"2202","CD14","04145","Phagosome"
"2203","CD14","04620","Toll-like receptor signaling pathway"
"2204","CD14","04640","Hematopoietic cell lineage"
"2205","CD14","04810","Regulation of actin cytoskeleton"
"2206","CD14","05130","Pathogenic Escherichia coli infection"
"2207","CD14","05146","Amoebiasis"
"2208","CD19","04640","Hematopoietic cell lineage"
"2209","CD19","04662","B cell receptor signaling pathway"
"2210","CD19","05340","Primary immunodeficiency"
"2211","MS4A1","04640","Hematopoietic cell lineage"
"2213","CD22","04514","Cell adhesion molecules"
"2214","CD22","04640","Hematopoietic cell lineage"
"2215","CD22","04662","B cell receptor signaling pathway"
"2220","CD27","04060","Cytokine-cytokine receptor interaction"
"2221","CD28","04514","Cell adhesion molecules"
"2222","CD28","04660","T cell receptor signaling pathway"
"2223","CD28","04672","Intestinal immune network for IgA production"
"2224","CD28","04940","Type I diabetes mellitus"
"2225","CD28","05320","Autoimmune thyroid disease"
"2226","CD28","05322","Systemic lupus erythematosus"
"2227","CD28","05323","Rheumatoid arthritis"
"2228","CD28","05330","Allograft rejection"
"2229","CD28","05332","Graft-versus-host disease"
"2230","CD28","05416","Viral myocarditis"
"2231","CD80","04514","Cell adhesion molecules"
"2232","CD80","04620","Toll-like receptor signaling pathway"
"2233","CD80","04672","Intestinal immune network for IgA production"
"2234","CD80","04940","Type I diabetes mellitus"
"2235","CD80","05320","Autoimmune thyroid disease"
"2236","CD80","05322","Systemic lupus erythematosus"
"2237","CD80","05323","Rheumatoid arthritis"
"2238","CD80","05330","Allograft rejection"
"2239","CD80","05332","Graft-versus-host disease"
"2240","CD80","05416","Viral myocarditis"
"2241","CD86","04514","Cell adhesion molecules"
"2242","CD86","04620","Toll-like receptor signaling pathway"
"2243","CD86","04672","Intestinal immune network for IgA production"
"2244","CD86","04940","Type I diabetes mellitus"
"2245","CD86","05320","Autoimmune thyroid disease"
"2246","CD86","05322","Systemic lupus erythematosus"
"2247","CD86","05323","Rheumatoid arthritis"
"2248","CD86","05330","Allograft rejection"
"2249","CD86","05332","Graft-versus-host disease"
"2250","CD86","05416","Viral myocarditis"
"2251","TNFRSF8","04060","Cytokine-cytokine receptor interaction"
"2252","TNFSF8","04060","Cytokine-cytokine receptor interaction"
"2253","CD33","04640","Hematopoietic cell lineage"
"2255","CD34","04514","Cell adhesion molecules"
"2256","CD34","04640","Hematopoietic cell lineage"
"2257","CD36","03320","PPAR signaling pathway"
"2258","CD36","04145","Phagosome"
"2259","CD36","04512","ECM-receptor interaction"
"2260","CD36","04640","Hematopoietic cell lineage"
"2261","CD36","04920","Adipocytokine signaling pathway"
"2262","CD36","04975","Fat digestion and absorption"
"2263","CD36","05144","Malaria"
"2264","SCARB1","04145","Phagosome"
"2265","SCARB1","04975","Fat digestion and absorption"
"2266","SCARB1","04976","Bile secretion"
"2267","SCARB1","04977","Vitamin digestion and absorption"
"2268","SCARB1","05160","Hepatitis C"
"2269","SCARB2","04142","Lysosome"
"2270","CD37","04640","Hematopoietic cell lineage"
"2271","CD38","00760","Nicotinate and nicotinamide metabolism"
"2272","CD38","01100","Metabolic pathways"
"2273","CD38","04020","Calcium signaling pathway"
"2274","CD38","04640","Hematopoietic cell lineage"
"2275","CD38","04970","Salivary secretion"
"2276","CD38","04972","Pancreatic secretion"
"2277","ENTPD1","00230","Purine metabolism"
"2278","ENTPD1","00240","Pyrimidine metabolism"
"2279","ENTPD2","00230","Purine metabolism"
"2280","ENTPD6","00230","Purine metabolism"
"2281","ENTPD6","00240","Pyrimidine metabolism"
"2282","ENTPD3","00230","Purine metabolism"
"2283","ENTPD3","00240","Pyrimidine metabolism"
"2284","ENTPD5","00230","Purine metabolism"
"2285","ENTPD5","00240","Pyrimidine metabolism"
"2286","CD40","04060","Cytokine-cytokine receptor interaction"
"2287","CD40","04514","Cell adhesion molecules"
"2288","CD40","04620","Toll-like receptor signaling pathway"
"2289","CD40","04672","Intestinal immune network for IgA production"
"2290","CD40","05144","Malaria"
"2291","CD40","05145","Toxoplasmosis"
"2292","CD40","05310","Asthma"
